STATION_NAME,CITY,LATITUDE,LONGITUDE,EV_CONNECTOR_TYPES,EV_LEVEL1_EVSE_NUM,EV_LEVEL2_EVSE_CNUM,EV_DC_FAST_NUM,EV_PRICING,FACILITY_TYPE,EV_NETWORK,Month,POPULATION,MEDIAN_INCOME,record_count,STATE_NAME,ELECTRIC_VEHICLE_REG_COUNT,PLUG_IN_HYBRID_VEHICLE_REG_COUNT,HYBRID_ELECTRIC_REG_COUNT,TOTAL_DURATION,CHARGE_DURATION,ENERGY_KWH,NUM_PORTS,TOTAL_SESSIONS,STATE,CTYPE_J1772,CTYPE_CHAdeMO,CTYPE_Combo,EV_NETWORK_AMPUP,EV_NETWORK_Blink Network,EV_NETWORK_ChargePoint Network,EV_NETWORK_EV Connect,EV_NETWORK_Electrify America,EV_NETWORK_FLO,EV_NETWORK_LOOP,EV_NETWORK_Non-Networked,EV_NETWORK_Other,EV_NETWORK_RED_E,EV_NETWORK_SHELL_RECHARGE,EV_NETWORK_SWTCH,EV_NETWORK_Tesla,EV_NETWORK_Tesla Destination,EV_NETWORK_VIALYNK,EV_NETWORK_eVgo Network,PRICE_per_kwh_rate,PRICE_per_minute_rate,PRICE_per_hour_rate,PRICE_per_session_fee,PRICE_monthly_fee,PRICE_activation_fee_present,PRICE_parking_fee_present,PRICE_is_free,PRICE_other_or_unknown,FACILITY_TYPE_HOTEL,FACILITY_TYPE_CAR_DEALER,FACILITY_TYPE_PARKING_LOT,FACILITY_TYPE_OFFICE_BLDG,FACILITY_TYPE_PUBLIC,FACILITY_TYPE_PARKING_GARAGE,FACILITY_TYPE_MULTI_UNIT_DWELLING,FACILITY_TYPE_MUNI_GOV,FACILITY_TYPE_OTHER,FACILITY_TYPE_COLLEGE_CAMPUS,FACILITY_TYPE_SHOPPING_CENTER,FACILITY_TYPE_FED_GOV,FACILITY_TYPE_RESTAURANT,FACILITY_TYPE_GAS_STATION,FACILITY_TYPE_HOSPITAL,FACILITY_TYPE_UTILITY,FACILITY_TYPE_STREET_PARKING,FACILITY_TYPE_GROCERY,FACILITY_TYPE_INN,FACILITY_TYPE_BREWERY_DISTILLERY_WINERY,FACILITY_TYPE_clean,FACILITY_TYPE_BREWERY_DISTILLERY_WINERY,FACILITY_TYPE_CAR_DEALER,FACILITY_TYPE_COLLEGE_CAMPUS,FACILITY_TYPE_FED_GOV,FACILITY_TYPE_GAS_STATION,FACILITY_TYPE_GROCERY,FACILITY_TYPE_HOSPITAL,FACILITY_TYPE_HOTEL,FACILITY_TYPE_INN,FACILITY_TYPE_MULTI_UNIT_DWELLING,FACILITY_TYPE_MUNI_GOV,FACILITY_TYPE_OFFICE_BLDG,FACILITY_TYPE_OTHER,FACILITY_TYPE_Other,FACILITY_TYPE_PARKING_GARAGE,FACILITY_TYPE_PARKING_LOT,FACILITY_TYPE_PUBLIC,FACILITY_TYPE_RESTAURANT,FACILITY_TYPE_SHOPPING_CENTER,FACILITY_TYPE_STREET_PARKING,FACILITY_TYPE_UTILITY,season,STATE_AK,STATE_AL,STATE_AR,STATE_AZ,STATE_CA,STATE_CO,STATE_CT,STATE_DC,STATE_DE,STATE_FL,STATE_GA,STATE_HI,STATE_IA,STATE_ID,STATE_IL,STATE_IN,STATE_KS,STATE_KY,STATE_LA,STATE_MA,STATE_MD,STATE_ME,STATE_MI,STATE_MN,STATE_MO,STATE_MS,STATE_MT,STATE_NC,STATE_ND,STATE_NE,STATE_NH,STATE_NJ,STATE_NM,STATE_NV,STATE_NY,STATE_OH,STATE_OK,STATE_OR,STATE_PA,STATE_RI,STATE_SC,STATE_SD,STATE_TN,STATE_TX,STATE_UT,STATE_VA,STATE_VT,STATE_WA,STATE_WI,STATE_WV,STATE_WY,record_count_1,record_count_2,record_count_3,record_count_4,season_fall,season_spring,season_summer,season_winter,Month_1.0,Month_2.0,Month_3.0,Month_4.0,Month_5.0,Month_6.0,Month_7.0,Month_8.0,Month_9.0,Month_10.0,Month_11.0,Month_12.0,EV_PENETRATION,EV_GROWTH_RATE,EV_PER_STATION,EV_INFRASTRUCTURE_INDEX,LOG_EV_REG,ADOPTION_DEMAND_SCORE,sessions_per_port,avg_charge_time,demand_score,high_demand,low_demand
Denali Brewing Co,Talkeetna,62.1613502104253,-150.029668217076,"[""CHADEMO"",""J1772""]",0.0,1.0,1.0,donations accepted,BREWERY_DISTILLERY_WINERY,Non-Networked,3.0,110677.0,90625.0,1,AK,2700.0,900.0,10600.0,11132.49502565494,3444.7542179307115,1297.9681053187335,2.0,1357.4824434869724,AK,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BREWERY_DISTILLERY_WINERY,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,spring,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024395312485882344,0.0,1350.0,0.7407407407407407,7.901377353792616,0.1270912732642178,678.7412217434862,2.5376049866856127,678.7412217434862,1,0
Three Bears - Sterling,Sterling,60.5303793,-150.7354332,"[""CHADEMO"",""J1772"",""J1772COMBO""]",0.0,2.0,4.0,,CAR_DEALER,EVGATEWAY,9.0,59843.0,77722.0,1,AK,2700.0,900.0,10600.0,11132.49502565494,3444.7542179307115,1305.4295856987321,2.0,1357.4824434869724,AK,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,fall,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.04511805892084287,0.0,1350.0,0.7407407407407407,7.901377353792616,0.13745264648169805,678.7412217434862,2.5376049866856127,678.7412217434862,1,0
Tapraq Rock,Stebbins,63.5196555070768,-162.28634834416,"[""""TESLA""""]",0.0,1.0,0.0,free,PARKING_LOT,Non-Networked,2.0,9925.0,76643.0,1,AK,2700.0,900.0,10600.0,849.8031215344921,270.70347948980145,1305.4295856987321,2.0,112.01124706878794,AK,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PARKING_LOT,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,1,0,0,0,0,0,winter,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27204030226700254,0.0,1350.0,0.7407407407407407,7.901377353792616,0.2509137681547779,56.00562353439397,2.4167526616640385,56.00562353439397,0,1
Soldotna Auto Mall,Soldotna,60.48729,-151.05466,"[""J1772"",""J1772COMBO""]",0.0,7.0,2.0,,CAR_DEALER,Blink Network,9.0,59843.0,77722.0,1,AK,2700.0,900.0,10600.0,11132.49502565494,3444.7542179307115,1305.4295856987321,2.0,1357.4824434869724,AK,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,fall,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.04511805892084287,0.0,1350.0,0.7407407407407407,7.901377353792616,0.13745264648169805,678.7412217434862,2.5376049866856127,678.7412217434862,1,0
Whistle Stop - Tesla Supercharger,Soldotna,60.494624,-151.046128,"[""""TESLA""""]",0.0,0.0,4.0,,RESTAURANT,Tesla,7.0,59843.0,77722.0,1,AK,2700.0,900.0,10600.0,5475.352684862521,1915.8895588980065,1305.4295856987321,2.0,671.7287517732942,AK,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,RESTAURANT,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,1,0,0,0,summer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04511805892084287,0.0,1350.0,0.7407407407407407,7.901377353792616,0.13745264648169805,335.8643758866471,2.8521773913060247,335.8643758866471,0,0
K2 Aviation - Tesla Destination,Talkeetna,62.321105,-150.105724,"[""""TESLA""""]",0.0,1.0,0.0,free,INN,Tesla Destination,7.0,110677.0,90625.0,1,AK,2700.0,900.0,10600.0,845.492534810896,268.9741399180821,1297.9681053187335,2.0,111.96431405186706,AK,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,True,0,0,0,0,0,0,0,summer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.024395312485882344,0.0,1350.0,0.7407407407407407,7.901377353792616,0.1270912732642178,55.98215702593353,2.4023202588771344,55.98215702593353,0,1
Statter Harbor,Juneau,58.386698,-134.646337,"[""""J1772""""]",0.0,1.0,0.0,free,PAY_LOT,Non-Networked,6.0,31969.0,100513.0,1,AK,2700.0,900.0,10600.0,840.9272278583043,268.58327668394753,1297.9681053187335,2.0,111.74487864283165,AK,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,summer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0844568175419938,0.0,1350.0,0.7407407407407407,7.901377353792616,0.15712202579227352,55.872439321415825,2.403539920092588,55.872439321415825,0,1
Three Bears - Trapper Creek,Trapper Creek,62.3140587708694,-150.232078516519,"[""CHADEMO"",""J1772"",""J1772COMBO""]",0.0,2.0,4.0,,CAR_DEALER,EVGATEWAY,9.0,110677.0,90625.0,1,AK,2700.0,900.0,10600.0,11132.49502565494,3444.7542179307115,1297.9681053187335,2.0,1357.4824434869724,AK,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,fall,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.024395312485882344,0.0,1350.0,0.7407407407407407,7.901377353792616,0.1270912732642178,678.7412217434862,2.5376049866856127,678.7412217434862,1,0
Eaglecrest Ski Area,Juneau,58.276263,-134.514818,"[""""J1772""""]",0.0,2.0,0.0,free,PARKING_LOT,Non-Networked,6.0,31969.0,100513.0,1,AK,2700.0,900.0,10600.0,840.9272278583043,268.58327668394753,1297.9681053187335,2.0,111.74487864283165,AK,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PARKING_LOT,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,1,0,0,0,0,0,summer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0844568175419938,0.0,1350.0,0.7407407407407407,7.901377353792616,0.15712202579227352,55.872439321415825,2.403539920092588,55.872439321415825,0,1
Three Bears - Birchwood,Chugiak,61.403764,-149.466817,"[""CHADEMO"",""J1772"",""J1772COMBO""]",0.0,2.0,4.0,,CAR_DEALER,EVGATEWAY,9.0,289069.0,98152.0,1,AK,2700.0,900.0,10600.0,11142.646517884434,3443.238535327604,1298.1086474246722,2.0,1362.4591935764872,AK,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,fall,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.009340330509324764,0.0,1350.0,0.7407407407407407,7.901377353792616,0.11956378227593899,681.2295967882436,2.527223238362848,681.2295967882436,1,0
"Chugiak, AK - Tesla Supercharger",Chugiak,61.403335,-149.467864,"[""J1772COMBO"",""TESLA""]",0.0,0.0,8.0,,GAS_STATION,Tesla,7.0,289069.0,98152.0,1,AK,2700.0,900.0,10600.0,11142.646517884434,3443.238535327604,1298.1086474246722,2.0,1362.4591935764872,AK,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,GAS_STATION,0,0,0,0,1,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,summer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.009340330509324764,0.0,1350.0,0.7407407407407407,7.901377353792616,0.11956378227593899,681.2295967882436,2.527223238362848,681.2295967882436,1,0
Jack River Properties Alaska,Cantwell,63.387814,-148.904116,"[""CHADEMO"",""J1772"",""J1772COMBO""]",0.0,1.0,1.0,,RESTAURANT,FLO,9.0,2029.0,88935.0,1,AK,2700.0,900.0,10600.0,11132.49502565494,3444.7542179307115,1297.9681053187335,2.0,1357.4824434869724,AK,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,1,0,0,0,fall,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.330704780680138,0.0,1350.0,0.7407407407407407,7.901377353792616,0.7802460073613456,678.7412217434862,2.5376049866856127,678.7412217434862,1,0
MOA RUSTIC GOAT,Anchorage,61.195135,-149.936129,"[""""J1772""""]",0.0,2.0,0.0,,RESTAURANT,ChargePoint Network,9.0,289069.0,98152.0,1,AK,2700.0,900.0,10600.0,840.0316487379688,267.7132164908391,1298.1086474246722,2.0,111.6378919949375,AK,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,1,0,0,0,fall,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.009340330509324764,0.0,1350.0,0.7407407407407407,7.901377353792616,0.11956378227593899,55.81894599746875,2.398049727622761,55.81894599746875,0,1
Kendall Ford of Anchorage,Anchorage,61.2027930602396,-149.870016273575,"[""""J1772""""]",0.0,6.0,0.0,,RESTAURANT,Blink Network,9.0,289069.0,98152.0,1,AK,2700.0,900.0,10600.0,840.0316487379688,267.7132164908391,1298.1086474246722,2.0,111.6378919949375,AK,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,1,0,0,0,fall,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.009340330509324764,0.0,1350.0,0.7407407407407407,7.901377353792616,0.11956378227593899,55.81894599746875,2.398049727622761,55.81894599746875,0,1
IBEW EV CHARGER STATION 1,Anchorage,61.18973,-149.876074,"[""""J1772""""]",0.0,2.0,0.0,,RESTAURANT,ChargePoint Network,9.0,289069.0,98152.0,1,AK,2700.0,900.0,10600.0,840.0316487379688,267.7132164908391,1298.1086474246722,2.0,111.6378919949375,AK,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,1,0,0,0,fall,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.009340330509324764,0.0,1350.0,0.7407407407407407,7.901377353792616,0.11956378227593899,55.81894599746875,2.398049727622761,55.81894599746875,0,1
Cordova Center - Lower,Cordova,60.54447,-145.759782,"[""""J1772""""]",0.0,2.0,0.0,free,MUNI_GOV,Non-Networked,6.0,59843.0,98152.0,1,AK,2700.0,900.0,10600.0,840.9272278583043,268.58327668394753,1297.9681053187335,2.0,111.74487864283165,AK,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MUNI_GOV,0,0,0,0,0,0,0,0,0,0,1,0,0,False,0,0,0,0,0,0,0,summer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04511805892084287,0.0,1350.0,0.7407407407407407,7.901377353792616,0.13745264648169805,55.872439321415825,2.403539920092588,55.872439321415825,0,1
DIMOND CENTER WEST PARKING,Anchorage,61.143196,-149.87144,"[""""J1772""""]",0.0,2.0,0.0,,RESTAURANT,ChargePoint Network,9.0,289069.0,98152.0,1,AK,2700.0,900.0,10600.0,840.0316487379688,267.7132164908391,1298.1086474246722,2.0,111.6378919949375,AK,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,1,0,0,0,fall,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.009340330509324764,0.0,1350.0,0.7407407407407407,7.901377353792616,0.11956378227593899,55.81894599746875,2.398049727622761,55.81894599746875,0,1
CHUGACH NORTH CEA PUBLIC,Anchorage,61.22133,-149.862649,"[""""J1772""""]",0.0,2.0,0.0,,RESTAURANT,ChargePoint Network,9.0,289069.0,98152.0,1,AK,2700.0,900.0,10600.0,840.0316487379688,267.7132164908391,1298.1086474246722,2.0,111.6378919949375,AK,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,1,0,0,0,fall,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.009340330509324764,0.0,1350.0,0.7407407407407407,7.901377353792616,0.11956378227593899,55.81894599746875,2.398049727622761,55.81894599746875,0,1
